"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What does he find out after getting rescued and returning home?,His family thought he was dead and Kelly has married.,Everyone thinks he was dead.,What does he find out after getting rescued and returning home ?,His family thought he was dead and Kelly has married .,Everyone thinks he was dead ."
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Who does Chuch return the angel wing package to?,Bettina Peterson,Bettina Peterson,Who does Chuch return the angel wing package to ?,Bettina Peterson,Bettina Peterson"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,How does Chuck wound his hand?,He tries to make fire.,trying to start a fire,How does Chuck wound his hand ?,He tries to make fire .,trying to start a fire"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What does Kelly give Chuck when he returns to civilization?,Keys.,the keys to a car,What does Kelly give Chuck when he returns to civilization ?,Keys .,the keys to a car"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What washes up on the island that helps Chuck complete the construction of his raft?,A section of a portable toilet seat.,Part of a portable toilet.,What washes up on the island that helps Chuck complete the construction of his raft ?,A section of a portable toilet seat .,Part of a portable toilet ."
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Where do Chuck and Kelly live?,Memphis,""Memphis, Tennessee "",Where do Chuck and Kelly live ?,Memphis,""Memphis , Tennessee"""
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Where is Chuck called away to during Christmas?,Malaysia,Malaysia,Where is Chuck called away to during Christmas ?,Malaysia,Malaysia"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What is the company that Chuck works for?,FedEx,FedEX,What is the company that Chuck works for ?,FedEx,FedEX"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What does Chuck collect along the shore of the island he has landed on?,Packages,Fed-Ex packages ,What does Chuck collect along the shore of the island he has landed on ?,Packages,Fed-Ex packages"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What sports item does Chuck leave a bloody hand print on?,A volleyball,A volleyball ,What sports item does Chuck leave a bloody hand print on ?,A volleyball,A volleyball"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Who is the only friend Chuck talks to on the island?,Wilson,Wilson,Who is the only friend Chuck talks to on the island ?,Wilson,Wilson"
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Why can Kelly and Chuck not be together when he returns?,She has a new family.,They can't get married because of her new family and he wasn't there for her before . ,Why can Kelly and Chuck not be together when he returns ?,She has a new family .,They ca n't get married because of her new family and he was n't there for her before ."
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,Where does Chuck go to deliver the last package he saved from the crash?,Texas,""Canadian, Texas"",Where does Chuck go to deliver the last package he saved from the crash ?,Texas,""Canadian , Texas"""
"0207a55a2d507f3b4feb99b227751b76f88ddd53,train,What is the symbol on the package and on the back of the woman's truck?,Angel wings,Angel Wings.,What is the symbol on the package and on the back of the woman s truck ?,Angel wings,Angel Wings ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,Which of Mrs. Tabitha Twitchit's children become the best at catching rats?,Moppet and Mittens.,Moppet and Mittens.,Which of Mrs. Tabitha Twitchit s children become the best at catching rats ?,Moppet and Mittens .,Moppet and Mittens ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,What kind of food did the rats put on Tom Kitten?,Dough and butter.,They cover him with butter and dough.,What kind of food did the rats put on Tom Kitten ?,Dough and butter .,They cover him with butter and dough ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,How did Tom escape from the cupboard?,He climbed up the chimney. ,Escapes up the chimney.,How did Tom escape from the cupboard ?,He climbed up the chimney .,Escapes up the chimney ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,What were the names of the rats that captured Tom?,Mr. Samuel Whiskers and Anna Marie Whiskers. ,Mr Samuel WHiskers and Anna Maria,What were the names of the rats that captured Tom ?,Mr. Samuel Whiskers and Anna Marie Whiskers .,Mr Samuel WHiskers and Anna Maria"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Who helped Mrs. Twitchit find Tom when he was lost?,Her cousin Ribby.,Ribby,Who helped Mrs. Twitchit find Tom when he was lost ?,Her cousin Ribby .,Ribby"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where did Tom become stuck after trying to escape?,In the floorboards of the attic. ,Underneath the attic floorboards,Where did Tom become stuck after trying to escape ?,In the floorboards of the attic .,Underneath the attic floorboards"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Who is the carpenter that came to help get Tom out of the attic?,John Joiner.,john joiner,Who is the carpenter that came to help get Tom out of the attic ?,John Joiner .,john joiner"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Why was the floor to the attic cut open?,To get Tom out. ,To resuce Tom,Why was the floor to the attic cut open ?,To get Tom out .,To resuce Tom"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where do the rats escape to after they are caught?,Farmer Potatoes barn. ,farmer potatoes,Where do the rats escape to after they are caught ?,Farmer Potatoes barn .,farmer potatoes"
"02476285f0673b06c7754deed4517e54c50c42b5,train,What were the rats planning on doing to Tom?,Making him into a pudding so they could eat him. ,Eating him as a pudding,What were the rats planning on doing to Tom ?,Making him into a pudding so they could eat him .,Eating him as a pudding"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Who are Moppet and Mittens to Tom Kitten?,His sisters.,his sisters,Who are Moppet and Mittens to Tom Kitten ?,His sisters .,his sisters"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Why did Mrs. Tabitha Twitchit put her children in the cupboard?,Because they weren't following rules and being punished.,To keep them under control as the house of overrun with rats,Why did Mrs. Tabitha Twitchit put her children in the cupboard ?,Because they were n't following rules and being punished .,To keep them under control as the house of overrun with rats"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where did Tom Kittens end up after escaping through the chimney?,The attic.,under the atic floor boards,Where did Tom Kittens end up after escaping through the chimney ?,The attic .,under the atic floor boards"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Who did Tom Kittens meet in the attic?,Samuel Whiskers and Anna Maria.,The rats:  Samuel Whiskers and Anna Maria,Who did Tom Kittens meet in the attic ?,Samuel Whiskers and Anna Maria .,The rats : Samuel Whiskers and Anna Maria"
"02476285f0673b06c7754deed4517e54c50c42b5,train,What did Samuel Whiskers and Anna Maria want to do to Tom Kittens?,They wanted to eat him.,eat him,What did Samuel Whiskers and Anna Maria want to do to Tom Kittens ?,They wanted to eat him .,eat him"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Who rescued Tom Kittens?, John Joiner.,John Joiner,Who rescued Tom Kittens ?,John Joiner .,John Joiner"
"02476285f0673b06c7754deed4517e54c50c42b5,train,How was Tom Kittens rescued?,Sawing through the floor of the attic.,The carpenter saws a hole in the floor to rescue him.,How was Tom Kittens rescued ?,Sawing through the floor of the attic .,The carpenter saws a hole in the floor to rescue him ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where did Samuel Whiskers and Anna Maria escape to?,Farmer Potatoes' barn.,Farmer Potatoes,Where did Samuel Whiskers and Anna Maria escape to ?,Farmer Potatoes ' barn .,Farmer Potatoes"
"02476285f0673b06c7754deed4517e54c50c42b5,train,How was Tom Kittens affected by the incident with the rats?,He is now afraid of anything bigger than mice.,He is now afraid of anything larger than a mouse.,How was Tom Kittens affected by the incident with the rats ?,He is now afraid of anything bigger than mice .,He is now afraid of anything larger than a mouse ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,How many children does Mrs. Twitchit have?,Three.,3,How many children does Mrs. Twitchit have ?,Three .,3"
"02476285f0673b06c7754deed4517e54c50c42b5,train,What are the names of Tom's sisters?,Moppet and Mittens.,Moppet and Mittens.,What are the names of Tom s sisters ?,Moppet and Mittens .,Moppet and Mittens ."
"02476285f0673b06c7754deed4517e54c50c42b5,train,What animals have overun Mrs. Twitchit's house?,Rats.,Rats,What animals have overun Mrs. Twitchit s house ?,Rats .,Rats"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where does Mrs. Twitchit place Moppet and Mittens?,In the cupboard.,in a cupboard,Where does Mrs. Twitchit place Moppet and Mittens ?,In the cupboard .,in a cupboard"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where does Tom Kitten hide?,In the floorboard of the attic.,up the chimney,Where does Tom Kitten hide ?,In the floorboard of the attic .,up the chimney"
"02476285f0673b06c7754deed4517e54c50c42b5,train,What do the rats plan to do with Tom?,Eat him as pudding.,""They cover him with butter and dough, and plan to eat him as a pudding."",What do the rats plan to do with Tom ?,Eat him as pudding .,""They cover him with butter and dough , and plan to eat him as a pudding ."""
"02476285f0673b06c7754deed4517e54c50c42b5,train,What ingredients do the rats cover Tom with?,Butter and dough.,butter and dough,What ingredients do the rats cover Tom with ?,Butter and dough .,butter and dough"
"02476285f0673b06c7754deed4517e54c50c42b5,train,Where do Sam Whiskers and Anna Maria escape to?,Farmer Potatoes' barn.,Farmer Potatoe's barn,Where do Sam Whiskers and Anna Maria escape to ?,Farmer Potatoes ' barn .,Farmer Potatoe s barn"
"02476285f0673b06c7754deed4517e54c50c42b5,train,What do Moppet and Mittens become afterwards?,Rat catchers. ,Rat-catchers,What do Moppet and Mittens become afterwards ?,Rat catchers .,Rat-catchers"
"02476285f0673b06c7754deed4517e54c50c42b5,train,""What kind of a sin do Tom, Mittens and Moppet commit?"",Disobedience.,disobediance,""What kind of a sin do Tom , Mittens and Moppet commit ?"",Disobedience .,disobediance"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Upon whose arrival does Minna finally tell the truth about her finances?,Her uncle and guardian,her uncle,Upon whose arrival does Minna finally tell the truth about her finances ?,Her uncle and guardian,her uncle"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What does the delayed letter from the King announce?,The restoration of Tellheim's fortune and vindication of his honor,That the Major's fortunes and honor are to be reinstated.,What does the delayed letter from the King announce ?,The restoration of Tellheim s fortune and vindication of his honor,That the Major s fortunes and honor are to be reinstated ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why does Minna pretend to be penniless and in dire straits?,So Tellheim will marry her,So she is equal with Tellheim and he will marry her,Why does Minna pretend to be penniless and in dire straits ?,So Tellheim will marry her,So she is equal with Tellheim and he will marry her"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who is Minna von Barnhelm's missing lover?,Major von Tellheim,Major Tellheim,Who is Minna von Barnhelm s missing lover ?,Major von Tellheim,Major Tellheim"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What is Tellheim's last possession of worth?,An expensive betrothal ring,a ring,What is Tellheim s last possession of worth ?,An expensive betrothal ring,a ring"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What is the name of Tellheim's servant?,Just,Paul Werner,What is the name of Tellheim s servant ?,Just,Paul Werner"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who left the sealed envelope for Tellheim?,Paul Werner,Paul Werner,Who left the sealed envelope for Tellheim ?,Paul Werner,Paul Werner"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What does the sealed envelope the landlord finds among Tellheim's possessions contain?,Five hundred thalers,five hundred thalers,What does the sealed envelope the landlord finds among Tellheim s possessions contain ?,Five hundred thalers,five hundred thalers"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What army was Major von Tellheim dishonourably discharged from?,The Prussian Army,Prussian Army,What army was Major von Tellheim dishonourably discharged from ?,The Prussian Army,Prussian Army"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What war precedes the events which take place?,The Seven Years' War,Prussian Army,What war precedes the events which take place ?,The Seven Years ' War,Prussian Army"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why did Major von Tellheim leave the Prussian Army?,He was dishonorably discharged,he was dishonnorably discharged with alegations of bribery ,Why did Major von Tellheim leave the Prussian Army ?,He was dishonorably discharged,he was dishonnorably discharged with alegations of bribery"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,How much money does the marked sealed envelope the landlord finds claim to have?,Five hundred thalers,five hundred thalers,How much money does the marked sealed envelope the landlord finds claim to have ?,Five hundred thalers,five hundred thalers"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who left the money with the Major?,Paul Werner,Paul Werner,Who left the money with the Major ?,Paul Werner,Paul Werner"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why does Tellheim not want to use the money Werner leaves for him?,Because he is not sure if he can repay it,He is too honorable,Why does Tellheim not want to use the money Werner leaves for him ?,Because he is not sure if he can repay it,He is too honorable"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What does Tellheim pawn to pay the landlord off?,His ring,a ring,What does Tellheim pawn to pay the landlord off ?,His ring,a ring"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What is the name of Tellheim's lover?,Minna von Barnhelm,Minna von Barnhelm,What is the name of Tellheim s lover ?,Minna von Barnhelm,Minna von Barnhelm"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why does Tellheim refuse to engage Minna von Barnhelm at first?,Because he is poor,He is poor,Why does Tellheim refuse to engage Minna von Barnhelm at first ?,Because he is poor,He is poor"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What is the name of Minna's maid?,Franziska,Franziska,What is the name of Minna s maid ?,Franziska,Franziska"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why does Tellheim change his mind about not marrying Minna?,he is tricked into believing she is poor like him,She pretends to be poor and in terrible circumstances.,Why does Tellheim change his mind about not marrying Minna ?,he is tricked into believing she is poor like him,She pretends to be poor and in terrible circumstances ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,""Why does Minna finally relent, and tell Tellheim the truth about her wealth?"",Her family arrives,When her uncle threatens to tell him.,""Why does Minna finally relent , and tell Tellheim the truth about her wealth ?"",Her family arrives,When her uncle threatens to tell him ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Where did Major von Tellheim find himself waiting for the outcome of his trial?,At a Berlin hotel,a berlin hotel,Where did Major von Tellheim find himself waiting for the outcome of his trial ?,At a Berlin hotel,a berlin hotel"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What did the landlord find among the Major's possessions in his room?,A sealed envelope containing money,A sealed envelope containing 500 thalers.,What did the landlord find among the Major s possessions in his room ?,A sealed envelope containing money,A sealed envelope containing 500 thalers ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who left the money for Major Tellheim?,Paul Werner,Paul Werner,Who left the money for Major Tellheim ?,Paul Werner,Paul Werner"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What does Tellheim pawn to pay his debts?,A ring,A ring.,What does Tellheim pawn to pay his debts ?,A ring,A ring ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who recognized the ring?,Minna von Barnhelm,Minna von Barnhelm,Who recognized the ring ?,Minna von Barnhelm,Minna von Barnhelm"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What had the ring been originally intended for?,Betrothal,Telheims betrothal to Minna,What had the ring been originally intended for ?,Betrothal,Telheims betrothal to Minna"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who helped Minna pretend to be poor?,""Her maid, Franziska"",Her maid,Who helped Minna pretend to be poor ?,""Her maid , Franziska"",Her maid"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What arrived that informed Tellheim of his reinstated fortune?,A letter frorm the king,A delayed letter from the King.,What arrived that informed Tellheim of his reinstated fortune ?,A letter frorm the king,A delayed letter from the King ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why did Minna pretend she couldn't marry Tellheim after all?,To punish him for making her suffer,To make him suffer like she did,Why did Minna pretend she could n't marry Tellheim after all ?,To punish him for making her suffer,To make him suffer like she did"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who else found that they had an attraction to each other?,Paul Werner and Franziska,Paul Werner and Franziska,Who else found that they had an attraction to each other ?,Paul Werner and Franziska,Paul Werner and Franziska"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Which army was Major von Tellheim discharged from?,The Prussian Army,The Prussian Army.,Which army was Major von Tellheim discharged from ?,The Prussian Army,The Prussian Army ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Major Tellheim awaits his trial in what hotel?,Berlin hotel,a hotel in Berlin,Major Tellheim awaits his trial in what hotel ?,Berlin hotel,a hotel in Berlin"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Paul Werner gives Major Tellheim an envelope containing what?,Five hundred thalers,Sealed envelope containing five hundred dollars,Paul Werner gives Major Tellheim an envelope containing what ?,Five hundred thalers,Sealed envelope containing five hundred dollars"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Major Paul Werner is what to Major Tellheim?,Former sergeant,his former sargent,Major Paul Werner is what to Major Tellheim ?,Former sergeant,his former sargent"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What does Major Tellheim as his servant to do with his ring?,Pawn it,Pawn the ring to the landlord.,What does Major Tellheim as his servant to do with his ring ?,Pawn it,Pawn the ring to the landlord ."
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What sort of ring does Major Tellheim have?,Betrothal ring,a betrothal ring,What sort of ring does Major Tellheim have ?,Betrothal ring,a betrothal ring"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who is Minna von Barnhelm to Major Tellheim?,Fiance,His Fiance,Who is Minna von Barnhelm to Major Tellheim ?,Fiance,His Fiance"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,What is the name of Minna von Barnhelm's maid?,Franziska,Franziska,What is the name of Minna von Barnhelm s maid ?,Franziska,Franziska"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Who sends the letter that restores Major Tellheim honor?,The King,From the King,Who sends the letter that restores Major Tellheim honor ?,The King,From the King"
"026723e23a4f1b279e20d9d2d3746a1dc4543b2d,train,Why does Minna von Barnhelm pretend to be broke?,To get Major Tellheim to marry her.,So that Tellheim will marry her.,Why does Minna von Barnhelm pretend to be broke ?,To get Major Tellheim to marry her .,So that Tellheim will marry her ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who will kill the children if they rebel ?,Jealous Hera will kill them.,Hera,Who will kill the children if they rebel ?,Jealous Hera will kill them .,Hera"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,What does the US government want to turn their land into?,A national Park.,a national park,What does the US government want to turn their land into ?,A national Park .,a national park"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,If they rebel what will occur to them?,They will be killed.,Hera will killl them,If they rebel what will occur to them ?,They will be killed .,Hera will killl them"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,This tells the modern story of what character?,The story of Zues,Filmore and Marie-Noel,This tells the modern story of what character ?,The story of Zues,Filmore and Marie-Noel"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Where were they forced to move from?,Channel island ranch.,Their ranch on Channel Island.,Where were they forced to move from ?,Channel island ranch .,Their ranch on Channel Island ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who expects them to correctly identify the play modeled around their lives?,Zeus does.,Zeus.,Who expects them to correctly identify the play modeled around their lives ?,Zeus does .,Zeus ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who were they entertaining?,The Gods entertainment.,Zeus,Who were they entertaining ?,The Gods entertainment .,Zeus"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who was noticing that they were not aging?,The neighbors.,the neighbors ,Who was noticing that they were not aging ?,The neighbors .,the neighbors"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Filmore is accompanied by what kind of siblin in his journey?,His half sister Marie,His half-sister.,Filmore is accompanied by what kind of siblin in his journey ?,His half sister Marie,His half-sister ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Why do Filmore and Marie-Noel move from their ranch?,neighbors have grown suspicious because they do not age,The neighbors were noticing that they were not aging. ,Why do Filmore and Marie-Noel move from their ranch ?,neighbors have grown suspicious because they do not age,The neighbors were noticing that they were not aging ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,What is the government's future plan for Channel Island?,turn it into a national park,To turn it into a national park.,What is the government s future plan for Channel Island ?,turn it into a national park,To turn it into a national park ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,How long have Zeus' modern day illegitimate children looked the same age?,decades,decades,How long have Zeus ' modern day illegitimate children looked the same age ?,decades,decades"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Which play did the Greek Gods want to see performed?,The Importance of Being Earnest,The Importance of Being Earnest.,Which play did the Greek Gods want to see performed ?,The Importance of Being Earnest,The Importance of Being Earnest ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who wrote the play that Filmore and Marie-Noel were commanded to act out?,Oscar Wilde,Oscar Wilde,Who wrote the play that Filmore and Marie-Noel were commanded to act out ?,Oscar Wilde,Oscar Wilde"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,What would happen to Zeus' illegitimate children in Los Angeles if their performance of the play was not convincing?,they would be killed by Hera,They will die,What would happen to Zeus ' illegitimate children in Los Angeles if their performance of the play was not convincing ?,they would be killed by Hera,They will die"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,How many Greek Gods vacation in Los Angeles?,12,12,How many Greek Gods vacation in Los Angeles ?,12,12"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Which Greek God is Hera's husband?,Zeus,Zeus ,Which Greek God is Hera s husband ?,Zeus,Zeus"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Why doesn't Hera like Filmore and Marie-Noel?,they are reminders of the many times Zeus cheated on her,they are illegitimate children of Zeus and she is jealous,Why does n't Hera like Filmore and Marie-Noel ?,they are reminders of the many times Zeus cheated on her,they are illegitimate children of Zeus and she is jealous"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,How were the children to create new lives for themselves?,""by living out the story of the actors in """"The Importance of Being Earnest"""""",They have to act out Oscar Wilde's play.,How were the children to create new lives for themselves ?,by living out the story of the actors in The Importance of Being Earnest,They have to act out Oscar Wilde s play ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who is Zeus' illegitimate son?,Filmore,Filmore,Who is Zeus ' illegitimate son ?,Filmore,Filmore"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Who is Zeus's illegitimate daughter?,Marie-Noel,Marie-Noel,Who is Zeus s illegitimate daughter ?,Marie-Noel,Marie-Noel"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Where were Filmore and Marie forced to move from?,Channel Island,Their Channel Island ranch.,Where were Filmore and Marie forced to move from ?,Channel Island,Their Channel Island ranch ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Why were Zeus' kids forced to move?,neighbors grew suspicious that they hadn't aged,The neighbors were suspicious and the government wanted to turn their land into a national park.,Why were Zeus ' kids forced to move ?,neighbors grew suspicious that they had n't aged,The neighbors were suspicious and the government wanted to turn their land into a national park ."
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Why did Filmore and Marie's neighbors grow suspicious?,they hadn't aged in decades,they did not seem to age for decades,Why did Filmore and Marie s neighbors grow suspicious ?,they had n't aged in decades,they did not seem to age for decades"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,What does the US Government want to turn Channel Island into?,a national park,a national park,What does the US Government want to turn Channel Island into ?,a national park,a national park"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,What does the government want to turn into a national park?,Channel Island,The U.S. government,What does the government want to turn into a national park ?,Channel Island,The U.S. government"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Where do the 12 Greek Gods go for relaxation?,Los Angeles,LA,Where do the 12 Greek Gods go for relaxation ?,Los Angeles,LA"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,How many Greek Gods go to LA?,12,12,How many Greek Gods go to LA ?,12,12"
"0269408ac78193a0e13f1033bec6f658b00437b3,test,Why do the 12 Gods go to LA?,for relaxation,relaxation,Why do the 12 Gods go to LA ?,for relaxation,relaxation"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who is the teller of this story?,Jenny.,Jenny ,Who is the teller of this story ?,Jenny .,Jenny"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who is Jenny describing in the tale?,Kitty Baldry.,""Her cousin by mariage, Kitty Baldry."",Who is Jenny describing in the tale ?,Kitty Baldry .,""Her cousin by mariage , Kitty Baldry ."""
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Why is Kitty sad about her child?,He died.,Because her son had died.,Why is Kitty sad about her child ?,He died .,Because her son had died ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who is the man Kittys married to?,Chris Baldry?,Chris Baldry,Who is the man Kittys married to ?,Chris Baldry ?,Chris Baldry"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Where does Chris get hurt?,In France.,Fighting in France,Where does Chris get hurt ?,In France .,Fighting in France"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who sent Margaret to see Kitty?,The war office.,The War Office. ,Who sent Margaret to see Kitty ?,The war office .,The War Office ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What age does Chris think he is?,20 years old.,20,What age does Chris think he is ?,20 years old .,20"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who does Chris think is his true love?,Margaret.,Margaret,Who does Chris think is his true love ?,Margaret .,Margaret"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What caused Chris to be confused?,Memory Loss.,His shell-shock from the war.,What caused Chris to be confused ?,Memory Loss .,His shell-shock from the war ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,How does Margaret force Chris to face reality? ,She shows him his dead child's belongings.,""By showing him evidence of his dead child, his clothing and toys."",How does Margaret force Chris to face reality ?,She shows him his dead child s belongings .,""By showing him evidence of his dead child , his clothing and toys ."""
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What is Kitty's husband doing when she is lamenting the loss of her child?,He is a British soldier fighting in France. ,He is fighting in France.,What is Kitty s husband doing when she is lamenting the loss of her child ?,He is a British soldier fighting in France .,He is fighting in France ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who is Margaret Grey?,She is a former girlfriend of Kitty from long before the war. ,The daughter of the innkeeper. ,Who is Margaret Grey ?,She is a former girlfriend of Kitty from long before the war .,The daughter of the innkeeper ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What is Chris's condition when he comes back from the war?,He is shell shocked and has selective amnesia. ,He is shell-shocked.,What is Chris s condition when he comes back from the war ?,He is shell shocked and has selective amnesia .,He is shell-shocked ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Where did Margaret and Chris meet when he was twenty years old?,They met on Monkey Island.,Monkey Island,Where did Margaret and Chris meet when he was twenty years old ?,They met on Monkey Island .,Monkey Island"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,When Jenny realizes the extent of Chris's delusion what is her first action?,She fetches Margaret from Wealdstone to enlist her help in jogging Chris's memory. ,She goes to bring Margaret back. ,When Jenny realizes the extent of Chris s delusion what is her first action ?,She fetches Margaret from Wealdstone to enlist her help in jogging Chris s memory .,She goes to bring Margaret back ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Is the appearance of Margaret helpful to Chris in regaining his memory?,""He does recognize the passage of time, but insists that he still loves Margaret. "",yes,Is the appearance of Margaret helpful to Chris in regaining his memory ?,""He does recognize the passage of time , but insists that he still loves Margaret ."",yes"
